SrNo,NIMS_ID,k,tigerid,OPERATI+E:MONAL_CUSTOMER_REPC,REPC_SERVICE_ABBR,CIRCUIT_ISSUE_DATE,,pending_with,reason_of_pending,CRFS date,Config date,Pending,Assigned,testing date,TAT for testing
1449,NW8X-WV1X 1530.72NM01T1,Provide,799629,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,05-10-2015 07:55:30,AVIPATIL,,,,,Complete,Harendra,,
1450,7GGX-7GYX 10G011,Cancel,798490,21557 - GOOGLE INC,GSM,05-10-2015 08:06:45,PRATPAND,OPS,Pending with GTAC,,8 Oct 15,Complete,Rahul,,
1451,C99X-GXKX 100M0001,Provide,794452,7013 - BNP PARIBAS NET LTD,GLOBETH,05-10-2015 09:03:32,PPRABHUD,,,,,Complete,Amol,,
1452,LY9X-WV1X 1557.26NM01S1T4T6,Provide,798122,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,05-10-2015 10:29:12,AVIPATIL,,,,,Complete,Harendra,,
1453,FR7X-W1UX 1650ISID5124,Reroute,797883,32021 - 360 TREASURY SYSTEMS AG,GLOBETH,05-10-2015 10:32:35,YSOMI,,,,,Complete,Harendra,,
1454,LY9X-WV1X 1557.87NM01S1T4T6,Provide,798121,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,05-10-2015 11:10:40,AVIPATIL,,,,,Complete,Saurabh.G,,
1455,LDNX-W1TX 10G003,Provide,770803,25062 - TATA - BB IP6453,*N/A*,05-10-2015 12:46:33,ASHANDHA,,,,,Pending,Harendra,,
1456,L78X-L78X OMS426,Provide,797983,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,05-10-2015 13:03:18,KKHADE,,,,,Pending,Harendra,,
1457,LY9X-WV1X 1559.08NM01S1T4T6,Provide,798119,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,05-10-2015 13:22:50,AVIPATIL,,,,,Complete,Saurabh.G,,
1458,KLTX-PV9X 10G002,Provide,795164,25062 - TATA - BB IP6453,*N/A*,05-10-2015 13:40:30,KKHADE,OPS,Testing Pending,,7 Oct 15,Complete,Saurabh.A,,
1459,LY9X-WV1X 1559.69NM01S1T4T6,Provide,798117,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,05-10-2015 13:46:51,AVIPATIL,,,,,Complete,Saurabh.G,,
1460,KO1X-KOZX SPVLAN0005,Provide,799058,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,05-10-2015 14:10:42,YSOMI,,,,,Complete,Swapnali,,
1461,A7KX-LAAX 24N012,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:17:05,PMORASAK,,,,,Complete,Rohan,,
1462,A7KX-LAAX 24N001,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:17:30,PMORASAK,,,,,Complete,Rohan,,
1463,A7KX-LAAX 24N002,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:17:35,PMORASAK,,,,,Complete,Rohan,,
1464,A7KX-LAAX 24N003,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:17:39,PMORASAK,,,,,Complete,Rohan,,
1465,A7KX-LAAX 24N004,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:17:44,PMORASAK,,,,,Complete,Rohan,,
1466,A7KX-LAAX 24N011,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:17:48,PMORASAK,,,,,Complete,Rohan,,
1467,A7KX-LAAX 24N006,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:17:53,PMORASAK,,,,,Complete,Rohan,,
1468,A7KX-LAAX 24N007,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:17:57,PMORASAK,,,,,Complete,Rohan,,
1469,A7KX-LAAX 24N008,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:18:02,PMORASAK,,,,,Complete,Rohan,,
1470,A7KX-LAAX 24N009,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:18:07,PMORASAK,,,,,Complete,Rohan,,
1471,A7KX-LAAX 24N010,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:18:11,PMORASAK,,,,,Complete,Rohan,,
1472,A7KX-LAAX 24N005,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:18:15,PMORASAK,,,,,Complete,Rohan,,
1473,7GGX-7GYX 10G014,Cancel,798499,21557 - GOOGLE INC,GSM,05-10-2015 14:26:48,PRATPAND,OPS,Pending with GTAC,,8 Oct 15,Complete,Rahul,,
1474,A7KX-L10X 1T3,Cancel,780141,"21843 - AK COMMUNICATION, INC. ",VTS,05-10-2015 14:40:39,PMORASAK,,,,,Complete,Rohan,,
1475,LY9X-WV1X 1561.52NM01S1T4T6,Provide,798114,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,05-10-2015 14:48:20,AVIPATIL,,,,,Complete,Saurabh.G,,
1476,MTTX-WV1X VC3S025,Reroute,798599,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,05-10-2015 14:56:27,SUDSHIND,,nsa prepared,,,Complete,Abhilasha,,
1477,27GX-L74X 4S001,Reroute,797091,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,05-10-2015 19:46:29,TOPSPON,,Job already completed,,9 Oct 15,Complete,Rahul,,
1478,CKDX-KV8X 1528.77NM001_CP,Provide,799118,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,06-10-2015 06:14:18,ASATPUTE,,,,,Complete,Harendra,,
1479,CKDX-KV8X 1528.77NM001_CP,Provide,799118,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,06-10-2015 06:14:18,ASATPUTE,,,,,Complete,Harendra,,
1480,6B9X-Y7GX 10G0011,Reroute,796135,20011 - VIETTEL GROUP,IRU,06-10-2015 07:27:26,AKARMUR,PM,DT awaited,,8 Oct 15,Pending,Rahul,,
1481,H99X-HVKX 1G001,Provide,785173,26211 - TATA - BB IP4755,*N/A*,06-10-2015 07:34:51,ASATPUTE,OPS,Testing Pending,,7 Oct 15,Complete,Saurabh.A,,
1482,LHXX-X9XX 30N043,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:45:45,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1483,LHXX-X9XX 30N044,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:45:50,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1484,LHXX-X9XX 30N045,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:45:54,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1485,LHXX-ZL0X 30N046,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:07,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1486,LHXX-X9XX 30N031,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:11,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1487,LHXX-X9XX 30N032,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:15,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1488,LHXX-X9XX 30N033,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:19,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1489,LHXX-X9XX 30N034,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:23,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1490,LHXX-X9XX 30N035,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:27,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1491,LHXX-X9XX 30N036,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:31,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1492,LHXX-X9XX 30N037,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:35,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1493,LHXX-X9XX 30N038,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:39,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1494,LHXX-X9XX 30N039,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:43,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1495,LHXX-X9XX 30N040,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:47,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1496,LHXX-X9XX 30N041,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:51,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1497,LHXX-X9XX 30N042,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:55,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1498,LHXX-ZL0X 30N047,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:47:59,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1499,LHXX-ZL0X 30N048,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:03,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1500,LHXX-ZL0X 30N049,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:07,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1501,LHXX-ZL0X 30N050,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:11,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1502,LHXX-ZL0X 30N051,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:15,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1503,LHXX-ZL0X 30N052,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:19,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1504,LHXX-ZL0X 30N053,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:23,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1505,LHXX-ZL0X 30N054,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:27,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1506,LHXX-ZL0X 30N055,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:31,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1507,LHXX-ZL0X 30N056,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:35,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1508,LHXX-ZL0X 30N057,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:39,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1509,LHXX-ZL0X 30N058,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:43,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1510,LHXX-ZL0X 30N059,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:47,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1511,LHXX-ZL0X 30N060,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:51,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1512,LHXX-ZL0X 30N061,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:55,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1513,LHXX-ZL0X 30N062,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:48:59,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1514,LHXX-ZL0X 30N063,Provide,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 09:49:03,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1515,L78X-LDNX 10G032,Provide,795709,25062 - TATA - BB IP6453,*N/A*,06-10-2015 09:52:54,ASATPUTE,,,,,Pending,Harendra,,
1516,LY9X-WV1X 1560.91NM01S1T4T6,Provide,798115,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,06-10-2015 09:53:22,AVIPATIL,,,,,Complete,Saurabh.G,,
1517,AE6X-WV1X 193.950THZ01KT6,Provide,799610,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,06-10-2015 11:00:33,HMEKALA,,,,,Complete,Saurabh.G,,
1518,NTOX-NW8X 195.200THZ01T2e,Provide,799638,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,06-10-2015 11:20:16,HMEKALA,,,,,Complete,Saurabh.G,,
1519,GS9X-SVWX DWDM004,Cancel,798501,21557 - GOOGLE INC,GSM,06-10-2015 11:30:02,PRATPAND,,,,9 Oct 15,Complete,Saurabh.A,,
1520,U4DX-W1UX SPVLAN014,Reroute,799057,27228 - AT&T GLOBAL NETWORK SERVICES INDIA PTE LTD,GLOBETH,06-10-2015 11:37:59,YSOMI,,,,,Complete,Shashank,,
1521,L7YX-LHXX 30N031,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:44:29,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1522,L7YX-LHXX 30N043,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:44:58,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1523,L7YX-LHXX 30N033,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:45:03,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1524,L7YX-LHXX 30N034,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:45:09,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1525,L7YX-LHXX 30N035,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:45:14,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1526,L7YX-LHXX 30N036,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:45:20,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1527,L7YX-LHXX 30N037,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:45:25,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1528,L7YX-LHXX 30N038,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:45:31,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1529,L7YX-LHXX 30N039,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:45:36,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1530,L7YX-LHXX 30N044,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:45:41,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1531,L7YX-LHXX 30N045,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:45:46,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1532,L7YX-LHXX 30N046,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:45:51,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1533,L7YX-LHXX 30N047,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:45:56,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1534,L7YX-LHXX 30N048,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:02,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1535,L7YX-LHXX 30N049,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:07,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1536,L7YX-LHXX 30N050,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:12,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1537,L7YX-LHXX 30N051,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:17,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1538,L7YX-LHXX 30N052,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:22,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1539,L7YX-LHXX 30N053,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:28,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1540,L7YX-LHXX 30N054,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:33,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1541,L7YX-LHXX 30N055,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:38,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1542,L7YX-LHXX 30N056,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:43,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1543,L7YX-LHXX 30N057,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:48,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1544,L7YX-LHXX 30N058,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:53,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1545,L7YX-LHXX 30N059,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:46:58,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1546,L7YX-LHXX 30N060,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:47:04,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1547,L7YX-LHXX 30N061,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:47:09,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1548,L7YX-LHXX 30N062,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:47:14,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1549,L7YX-LHXX 30N063,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:47:19,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1550,L7YX-LHXX 30N040,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:47:24,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1551,L7YX-LHXX 30N041,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:47:29,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1552,L7YX-LHXX 30N042,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:47:33,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1553,L7YX-LHXX 30N032,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,06-10-2015 11:47:38,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1554,MTTX-MTTX VC4S0040,Provide,796264,10182 - GLOBAL CROSSING,VTS,06-10-2015 12:13:53,PMORASAK,,,,12 Oct 15,Complete,Abhilasha,,
1555,MTTX-MTTX 1D1201STS1SONUS,Provide,796264,10182 - GLOBAL CROSSING,VTS,06-10-2015 12:13:58,PMORASAK,,,,12 Oct 15,Complete,Abhilasha,,
1556,MTTX-MTTX 1D1202STS1SONUS,Provide,796264,10182 - GLOBAL CROSSING,VTS,06-10-2015 12:14:02,PMORASAK,,,,12 Oct 15,Complete,Abhilasha,,
1557,MTTX-MTTX 1D1203STS1SONUS,Provide,796264,10182 - GLOBAL CROSSING,VTS,06-10-2015 12:14:07,PMORASAK,,,,12 Oct 15,Complete,Abhilasha,,
1558,FR1X-FV0X EOS004,Reroute,799895,25700 - TATA - BB ETHERNET.,*N/A*,06-10-2015 12:28:02,AVIPATIL,,,,6 Oct 15,Complete,Saurabh.A,,
1559,MTTX-MTTX 1D12OC3,Provide,796264,10182 - GLOBAL CROSSING,VTS,06-10-2015 12:33:29,PMORASAK,,,,12 Oct 15,Complete,Abhilasha,,
1560,L83X-W6RX VC4S009,Provide,763390,23934 - SIFY TECHNOLOGIES LIMITED,GSM,06-10-2015 13:38:24,YMANVE,PM,DT awaited,,16 Nov 15,Complete,Rahul,,
1561,HV1X-HV1X OMS0321,Provide,794706,25680 - GOOGLE INC,GSM,06-10-2015 13:55:36,GSACHAN,,,,8 Oct 15,Complete,Rahul,,
1562,7GGX-GS9X 10G002,Cancel,798498,21557 - GOOGLE INC,GSM,06-10-2015 14:17:53,PRATPAND,OPS,Pending with GTAC,,8 Oct 15,Complete,Rahul,,
1563,2IFX-NJYX 1T3,Cancel,799533,24882 - INFOSYS BPO LIMITED,GSM,07-10-2015 05:00:32,RNISTANE,,,,8 Oct 15,Complete,Saurabh.A,,
1564,LY9X-LY9X OMS047,Provide,798116,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,07-10-2015 06:37:36,KKHADE,,,,,Complete,Harendra,,
1565,PYEX-WYNX BVID1300,Provide,799243,25700 - TATA - BB ETHERNET.,*N/A*,07-10-2015 06:42:53,AVIPATIL,,,,,Complete,Amol,,
1566,L7YX-LHXX 30N001,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,07-10-2015 07:27:20,ROVARADE,,,,12 Oct 15,Complete,Swapnali,,
1567,L7YX-LHXX 30N017,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,07-10-2015 07:35:01,ROVARADE,,,,12 Oct 15,Complete,Swapnali,,
1568,L7YX-LHXX 30N018,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,07-10-2015 07:39:08,ROVARADE,,,,12 Oct 15,Complete,Swapnali,,
1569,L7YX-LHXX 30N019,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,07-10-2015 07:42:14,ROVARADE,,,,12 Oct 15,Complete,Swapnali,,
1570,L7YX-LHXX 30N020,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,07-10-2015 07:42:28,ROVARADE,,,,12 Oct 15,Complete,Swapnali,,
1571,L7YX-LHXX 30N021,Cancel,795129,36189 - LEBARA LIMITED,VTSPREM,07-10-2015 07:42:53,ROVARADE,,,,12 Oct 15,Complete,Swapnali,,
1572,A90X-A90X SPVLAN0003,Cancel,799627,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,07-10-2015 07:45:18,YSOMI,PM,,11 Nov 15,,Complete,Rohan,,
1573,L78X-PJ0X 1563.86NM001,Provide,799679,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,07-10-2015 07:56:30,KKHADE,,,,,Complete,Amol,,
1574,L78X-W1UX 0081ISID7414,Provide,794250,7244 - LEVEL 3 COMMUNICATIONS HONG KONG LIMITED,GLOBETH,07-10-2015 08:42:03,PPRABHUD,,Testing is in progress,,,Complete,Harendra,,
1575,DI8X-DIWX VC4S001,Provide,796163,21131 - DISHNET WIRELESS,GSM,07-10-2015 09:38:57,SUDMISHR,BOP,Ckt delivered crammer correction is pending.,,9 Oct 15,Complete,Rahul,,
1576,63GX-TV2X 1G0001,Provide,780182,28855 - FORMULA ONE MANAGEMENT LTD,GLOBETH,07-10-2015 09:39:36,YSOMI,,,,,Complete,Saurabh.G,,
1577,QOAX-SVQX 1G0004,Provide,794091,25861 - TELIASONERA INTERNATIONAL CARRIER SINGAPOR,GSM,07-10-2015 09:46:00,SANDEEPJ,OPS,Testing going on,,9 Oct 15,Complete,Rahul,,
1578,NW8X-WV1X EOS014,Reroute,796949,25700 - TATA - BB ETHERNET.,*N/A*,07-10-2015 10:02:09,AVIPATIL,SDCNOC,ASR/EGX configuartion pending,,,Pending,Harendra,,
1579,JJ1X-WYNX 10G018,Reroute,799585,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,07-10-2015 10:37:24,KKHADE,,,,,Complete,Amol,,
1580,0NIX-C0VX 24N001,Cancel,791733,25088 - NIIT SMART SERVE LIMITED,GSM,07-10-2015 11:21:42,MNIBRAD,,,,13 Oct 15,Complete,Rahul,,
1581,DESX-MTTX 16N001,Cancel,799721,902 - TANZANIA TELECOMMUNICATIONS CO. LTD,VTS,07-10-2015 11:54:09,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1582,MTTX-MTTX 30N774,Cancel,799721,902 - TANZANIA TELECOMMUNICATIONS CO. LTD,VTS,07-10-2015 11:54:50,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1583,MTTX-MTTX 30N278,Cancel,799721,902 - TANZANIA TELECOMMUNICATIONS CO. LTD,VTS,07-10-2015 11:55:10,ROVARADE,,,,12 Oct 15,Complete,Abhilasha,,
1584,KAAX-LAAX 30N011,Cancel,790935,"899 - CHUNGHWA TELECOM CO., LTD",VTSPREM,07-10-2015 12:17:17,AMRITJAD,,,,12 Oct 15,Complete,Abhilasha,,
1585,LAUX-TTTX VC4S001,Provide,776952,34961 - TATA - BB VIDEOCONNECT,*N/A*,07-10-2015 13:18:52,ASHANDHA,Engg,Confirmation awaited,,9 Dec 15,Complete,Rahul,,
1586,M3HX-SVQX VC3S006,Provide,799397,25700 - TATA - BB ETHERNET.,*N/A*,07-10-2015 13:42:43,AVIPATIL,,,,,Pending,Amol,,
1587,MLVX-P96X 16V4C001,Cancel,788794,26211 - TATA - BB IP4755,*N/A*,07-10-2015 14:00:32,ASHANDHA,,,,9 Oct 15,Complete,Saurabh.A,,
1588,804X-LDNX 16S0001,Provide,793591,30438 - NOVOCOM LIMITED,GSM,07-10-2015 17:01:13,SANDEEPJ,OPS,Testing Pending,,9 Oct 15,Complete,Saurabh.A,,
1589,TNTX-TTTX 2T3,Cancel,798941,251 - ALLSTREAM INC.,*N/A*,08-10-2015 08:02:32,ASHANDHA,,,,,Complete,Rohan,,
1590,D13X-L78X 1S0001,Cancel,799640,22586 - MORGAN STANLEY & CO INTERNATIONAL PLC ,GSM,08-10-2015 08:29:48,PRATPAND,,,,9 Oct 15,Complete,Rahul,,
1591,FI0X-S99X 24N001,Reroute,798531,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,08-10-2015 09:37:24,SUDSHIND,,,,,Complete,Amol,,
1592,MTTX-ZX7X 24N0004,Provide,795697,26813 - WNS NORTH AMERICA INC.,ENTVTS,08-10-2015 10:21:12,RCHAKRAD,,issue in mtt & sonus facility,,,Complete,Abhilasha,,
1593,NW8X-NW8X VC3S0003,Provide,796427,15539 - UNITED WORLD TELECOM,VTSPREM,08-10-2015 11:05:45,PMORASAK,,,,,Complete,Rohan,,
1594,MLNX-NW8X VC4S0003,Provide,796427,15539 - UNITED WORLD TELECOM,VTSPREM,08-10-2015 11:06:02,PMORASAK,,,,,Complete,Rohan,,
1595,MLNX-NW8X VC3S0003,Provide,796427,15539 - UNITED WORLD TELECOM,VTSPREM,08-10-2015 11:06:06,PMORASAK,,,,,Complete,Rohan,,
1596,MLNX-NW8X VC3S0004,Provide,796427,15539 - UNITED WORLD TELECOM,VTSPREM,08-10-2015 11:06:09,PMORASAK,,,,,Complete,Rohan,,
1597,MLNX-NW8X VC3S0005,Provide,796427,15539 - UNITED WORLD TELECOM,VTSPREM,08-10-2015 11:06:12,PMORASAK,,,,,Complete,Rohan,,
