SrNo,NIMS_ID,k,tigerid,OPERATI+E:MONAL_CUSTOMER_REPC,REPC_SERVICE_ABBR,CIRCUIT_ISSUE_DATE,,pending_with,reason_of_pending,CRFS date,Config date,Pending,Assigned,testing date,TAT for testing
1652,NDLX-NV7X NV7-ZJZ DL83HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 09:26:46,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1653,NDLX-NV7X NV7-ZJZ DL84HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 09:26:49,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1654,NDLX-NV7X NV7-ZJZ DL84HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 09:26:52,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1655,NDLX-NV7X NV7-ZJZ DL85HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 09:26:55,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1656,NDLX-NV7X NV7-ZJZ DL85HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 09:26:58,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1657,NDLX-NV7X NV7-ZJZ DL86HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 09:27:00,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1658,NDLX-NV7X NV7-ZJZ DL86HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 09:27:03,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1659,9GSX-TV2X OTS075,Cancel,800733,25680 - GOOGLE INC,GSM,12-10-2015 09:41:22,PRATPAND,SDCNOC,,31st  Oct  2015,3 Nov 15,Complete,Saurabh.A,,
1660,MMBX-MMBX MMB-ZJYDL71HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:16:07,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1661,MMBX-MMBX MMB-ZJYDL71HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:25:52,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1662,MMBX-MMBX MMB-ZJYDL72HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:25:56,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1663,MMBX-MMBX MMB-ZJYDL72HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:25:59,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1664,MMBX-MMBX MMB-ZJYDL73HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:03,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1665,MMBX-MMBX MMB-ZJYDL73HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:06,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1666,MMBX-MMBX MMB-ZJYDL74HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:10,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1667,MMBX-MMBX MMB-ZJYDL74HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:14,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1668,MMBX-MMBX MMB-ZJYDL77HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:17,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1669,MMBX-MMBX MMB-ZJYDL77HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:21,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1670,MMBX-MMBX MMB-ZJYDL76HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:24,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1671,MMBX-MMBX MMB-ZJYDL76HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:28,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1672,MMBX-MMBX MMB-ZJYDL75HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:31,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1673,MMBX-MMBX MMB-ZJYDL75HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:35,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1674,MMBX-MMBX MMB-ZJYDL78HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:39,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1675,MMBX-MMBX MMB-ZJYDL78HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:26:42,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1676,27GX-27GX TUG3S003,Cancel,800608,23052 - ALLSEC TECHNOLOGIES LTD.,GSM,12-10-2015 10:34:09,RNISTANE,,ccx disabled,,,Complete,Abhilasha,,
1677,MMBX-MMBX MMB-ZJZDL79HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:45:52,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1678,MMBX-MMBX MMB-ZJZDL79HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:20,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1679,MMBX-MMBX MMB-ZJZDL80HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:24,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1680,MMBX-MMBX MMB-ZJZDL80HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:28,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1681,MMBX-MMBX MMB-ZJZDL81HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:31,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1682,MMBX-MMBX MMB-ZJZDL81HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:34,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1683,MMBX-MMBX MMB-ZJZDL82HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:38,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1684,MMBX-MMBX MMB-ZJZDL82HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:41,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1685,MMBX-MMBX MMB-ZJZDL71HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:45,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1686,MMBX-MMBX MMB-ZJZDL71HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:49,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1687,MMBX-MMBX MMB-ZJZDL73HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:52,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1688,MMBX-MMBX MMB-ZJZDL73HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:56,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1689,MMBX-MMBX MMB-ZJZDL75HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:47:59,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1690,MMBX-MMBX MMB-ZJZDL75HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:48:03,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1691,MMBX-MMBX MMB-ZJZDL77HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:48:07,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1692,MMBX-MMBX MMB-ZJZDL77HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:48:11,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1693,MMBX-MMBX MMB-ZJYDL79HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:50:04,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1694,MMBX-MMBX MMB-ZJYDL79HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:50:33,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1695,MMBX-MMBX MMB-ZJYDL85HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:50:37,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1696,MMBX-MMBX MMB-ZJYDL85HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:50:40,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1697,MMBX-MMBX MMB-ZJYDL86HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:50:44,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1698,MMBX-MMBX MMB-ZJYDL86HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:50:48,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1699,MMBX-MMBX MMB-ZJYDL80HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:50:51,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1700,MMBX-MMBX MMB-ZJYDL80HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:50:55,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1701,MMBX-MMBX MMB-ZJYDL81HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:50:58,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1702,MMBX-MMBX MMB-ZJYDL81HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:51:02,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1703,MMBX-MMBX MMB-ZJYDL82HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:51:05,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1704,MMBX-MMBX MMB-ZJYDL82HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:51:09,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1705,MMBX-MMBX MMB-ZJYDL83HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:51:13,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1706,MMBX-MMBX MMB-ZJYDL83HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:51:16,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1707,MMBX-MMBX MMB-ZJYDL84HROAMA,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:51:20,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1708,MMBX-MMBX MMB-ZJYDL84HROAMB,Provide,800001,18504 - IDEA CELLULAR LIMITED,VTS,12-10-2015 10:51:23,ANVERMA,BOP,Anil verma to confirm ownership of mapping,,,Complete,Rohan,,
1709,MLVX-MLVX OMS001,Reroute,797024,25062 - TATA - BB IP6453,*N/A*,12-10-2015 11:09:29,HMEKALA,,,,,Complete,Amol,,
1710,W1UX-YWOX 100M0001,Reroute,799212,27228 - AT&T GLOBAL NETWORK SERVICES INDIA PTE LTD,GLOBETH,12-10-2015 12:43:49,YSOMI,,,,,Complete,Abhilasha,,
1711,N5ZX-NYYX 24N003,Cancel,791131,12914 - INMARSAT SOLUTIONS (CANADA) INC.,VTS,12-10-2015 12:50:55,AMRITJAD,,,,16 Oct 15,Complete,Abhilasha,,
1712,MTTX-NYYX 24N001A/U,Cancel,791131,12914 - INMARSAT SOLUTIONS (CANADA) INC.,VTS,12-10-2015 12:53:00,AMRITJAD,,,,16 Oct 15,Complete,Abhilasha,,
1713,MTTX-MTTX 30N004/N5Z,Cancel,791131,12914 - INMARSAT SOLUTIONS (CANADA) INC.,VTS,12-10-2015 12:53:31,AMRITJAD,,,,16 Oct 15,Complete,Abhilasha,,
1714,MTTX-MTTX 30N003/N5Z,Cancel,791131,12914 - INMARSAT SOLUTIONS (CANADA) INC.,VTS,12-10-2015 12:53:47,AMRITJAD,,,,16 Oct 15,Complete,Abhilasha,,
1715,MTTX-N5ZX 24N004A/U,Cancel,791131,12914 - INMARSAT SOLUTIONS (CANADA) INC.,VTS,12-10-2015 12:54:19,AMRITJAD,,,,16 Oct 15,Complete,Abhilasha,,
1716,DLFX-KLFX 10G0001,Provide,796001,36199 - LINKEDIN SINGAPORE PTE LTD,GSM,12-10-2015 14:42:02,GSACHAN,OPS,Testing going on,,14 Oct 15,Complete,Rahul,,
1717,093X-H98X 1G0002,Provide,799684,27228 - AT&T GLOBAL NETWORK SERVICES INDIA PTE LTD,GLOBETH,12-10-2015 14:44:59,YSOMI,,,,18 Oct 15,Complete,Abhilasha,,
1718,MTTX-NW8X VC3S001,Reroute,799143,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,12-10-2015 17:31:53,SUDSHIND,,,POM on 27th,,Complete,Amol,,
1719,HV1X-KV8X DWDM004_BLUE_GU01,Provide,798183,10677 - TATA COMMUNICATIONS (AMERICA) INC.,*N/A*,13-10-2015 06:34:34,KKHADE,,,,,Complete,Saurabh.G,,
1720,C99X-JZIX 1G0001,Provide,796319,25563 - MERRILL LYNCH GLOBAL SERVICES PTE. LTD.,GLOBETH,13-10-2015 07:27:35,PPRABHUD,,Testing is in progress,,,Pending,Harendra,,
1721,9N6X-P44X 100M0001,Cancel,800858,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,13-10-2015 07:53:22,PRATPAND,BOP,traffic on port ,31 Dec 15,,Pending,Rohan,,
1722,HV1X-KV8X 100G007,Provide,798182,10677 - TATA COMMUNICATIONS (AMERICA) INC.,*N/A*,13-10-2015 08:19:52,KKHADE,,,,,Complete,Saurabh.G,,
1723,SVWX-VX8X 10G0004,Provide,800607,23344 - IDEA CELLULAR LIMITED,GSM,13-10-2015 08:30:03,BHUSHPAT,BOP,Confirmation require from BOP,,15 Oct 15,Complete,Rahul,,
1724,MCNX-MTTX 24N078,Reroute,787166,1745 - ROGERS TELECOM (US) INC,VTS,13-10-2015 08:46:34,AMRITJAD,PM,downtime awaited,,,Complete,Omkar,NSA PREPARED.,
1725,MCNX-MTTX 24N079,Reroute,787166,1745 - ROGERS TELECOM (US) INC,VTS,13-10-2015 08:46:47,AMRITJAD,PM,downtime awaited,,,Complete,Omkar,NSA PREPARED.,
1726,FNMX-FV0X OMS011,Provide,800715,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,13-10-2015 10:01:32,KKHADE,,,,,Complete,Saurabh.G,,
1727,FNMX-X5XX 30N004,Provide,794175,"18879 - BT ESPANA, COMPANIA DE SERVICIOS GLOBALES ",VTSPREM,13-10-2015 10:19:00,RCHAKRAD,BOP,no jobs,,,Pending,Shashank,,
1728,SVQX-YQ4X 4S001,Provide,791741,21138 - MCI COMMUNICATIONS SERVICES INC.,GSM,13-10-2015 10:46:54,AKARMUR,,,,,Complete,Amol,,
1729,NYYX-SEZX 30N101,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:35:53,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1730,NYYX-SEZX 30N163,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:37:26,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1731,NYYX-SEZX 30N103,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:37:32,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1732,NYYX-SEZX 30N104,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:37:37,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1733,NYYX-SEZX 30N105,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:37:42,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1734,NYYX-SEZX 30N106,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:37:48,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1735,NYYX-SEZX 30N107,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:37:53,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1736,NYYX-SEZX 30N108,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:37:58,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1737,NYYX-SEZX 30N109,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:38:03,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1738,NYYX-SEZX 30N110,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:38:09,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1739,NYYX-SEZX 30N111,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:38:14,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1740,NYYX-SEZX 30N112,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:38:19,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1741,NYYX-SEZX 30N113,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:38:25,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1742,NYYX-SEZX 30N114,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:38:30,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1743,NYYX-SEZX 30N115,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:38:35,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1744,NYYX-SEZX 30N116,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:38:40,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1745,NYYX-SEZX 30N117,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:38:46,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1746,NYYX-SEZX 30N118,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:38:51,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1747,NYYX-SEZX 30N119,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:38:56,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1748,NYYX-SEZX 30N120,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:39:01,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1749,NYYX-SEZX 30N121,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:39:07,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1750,NYYX-SEZX 30N122,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:39:12,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1751,NYYX-SEZX 30N126,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:39:17,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1752,NYYX-SEZX 30N127,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:39:23,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1753,NYYX-SEZX 30N128,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:39:28,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1754,NYYX-SEZX 30N129,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:39:33,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1755,NYYX-SEZX 30N130,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:39:39,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1756,NYYX-SEZX 30N131,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:39:44,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1757,NYYX-SEZX 30N132,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:39:49,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1758,NYYX-SEZX 30N133,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:39:55,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1759,NYYX-SEZX 30N134,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:40:00,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1760,NYYX-SEZX 30N135,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:40:05,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1761,NYYX-SEZX 30N136,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:40:12,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1762,NYYX-SEZX 30N137,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:40:18,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1763,NYYX-SEZX 30N138,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:40:24,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1764,NYYX-SEZX 30N139,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:40:32,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1765,NYYX-SEZX 30N140,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:40:37,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1766,NYYX-SEZX 30N141,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:40:43,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1767,NYYX-SEZX 30N142,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:40:48,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1768,NYYX-SEZX 30N143,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:40:53,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1769,NYYX-SEZX 30N144,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:40:58,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1770,NYYX-SEZX 30N145,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:41:03,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1771,NYYX-SEZX 30N146,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:41:09,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1772,NYYX-SEZX 30N147,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:41:14,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1773,NYYX-SEZX 30N148,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:41:19,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1774,NYYX-SEZX 30N149,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:41:24,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1775,NYYX-SEZX 30N150,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:41:29,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1776,NYYX-SEZX 30N151,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:41:34,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1777,NYYX-SEZX 30N152,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:41:39,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
